year,prizes,full_prizes
2017-04-11,内蒙古1注浙江10注山东1注湖南1注广东1注四川1注深圳6注共21注。,一等奖中奖情况：内蒙古1注浙江10注山东1注湖南1注广东1注四川1注深圳6注共21注。
2017-04-09,河北1注上海2注浙江1注河南1注湖南1注广东1注四川3注陕西1注深圳2注共13注。,一等奖中奖情况：河北1注上海2注浙江1注河南1注湖南1注广东1注四川3注陕西1注深圳2注共13注。
2017-04-06,江苏1注共1注。,一等奖中奖情况：江苏1注共1注。
2017-04-04,辽宁3注上海1注河南1注共5注。,一等奖中奖情况：辽宁3注上海1注河南1注共5注。
2017-04-02,黑龙江1注上海1注江苏1注河南1注广东2注贵州1注共7注。,一等奖中奖情况：黑龙江1注上海1注江苏1注河南1注广东2注贵州1注共7注。
2017-03-30,上海1注浙江1注广东1注甘肃1注共4注。,一等奖中奖情况：上海1注浙江1注广东1注甘肃1注共4注。
2017-03-28,北京1注河北3注山西1注黑龙江1注安徽1注福建1注湖北4注广东1注四川1注陕西1注新疆1注共16注。,一等奖中奖情况：北京1注河北3注山西1注黑龙江1注安徽1注福建1注湖北4注广东1注四川1注陕西1注新疆1注共16注。
2017-03-26,河北1注江苏1注江西1注重庆1注湖北1注广西1注贵州1注陕西1注共8注。,一等奖中奖情况：河北1注江苏1注江西1注重庆1注湖北1注广西1注贵州1注陕西1注共8注。
2017-03-23,河北2注黑龙江1注江苏1注福建2注河南2注广东1注四川1注贵州1注青海1注共12注。,一等奖中奖情况：河北2注黑龙江1注江苏1注福建2注河南2注广东1注四川1注贵州1注青海1注共12注。
2017-03-21,北京2注天津1注河北3注内蒙古2注吉林2注上海2注江苏9注浙江2注福建1注江西1注山东2注重庆1注河南1注湖南4注广东19注四川1注贵州2注云南6注深圳2注共63注。,一等奖中奖情况：北京2注天津1注河北3注内蒙古2注吉林2注上海2注江苏9注浙江2注福建1注江西1注山东2注重庆1注河南1注湖南4注广东19注四川1注贵州2注云南6注深圳2注共63注。
2017-03-19,北京1注河北1注辽宁1注黑龙江9注上海1注浙江3注安徽2注山东1注重庆1注河南7注广东1注广西1注贵州1注共30注。,一等奖中奖情况：北京1注河北1注辽宁1注黑龙江9注上海1注浙江3注安徽2注山东1注重庆1注河南7注广东1注广西1注贵州1注共30注。
2017-03-16,江苏2注陕西1注新疆2注共5注。,一等奖中奖情况：江苏2注陕西1注新疆2注共5注。
2017-03-14,黑龙江1注上海1注浙江1注山东1注共4注。,一等奖中奖情况：黑龙江1注上海1注浙江1注山东1注共4注。
2017-03-12,天津2注上海1注江苏1注江西1注山东2注海南1注新疆1注共9注。,一等奖中奖情况：天津2注上海1注江苏1注江西1注山东2注海南1注新疆1注共9注。
2017-03-09,江苏1注河南1注广西1注共3注。,一等奖中奖情况：江苏1注河南1注广西1注共3注。
2017-03-07,天津1注河北1注辽宁1注吉林1注上海1注江苏1注安徽2注江西1注山东2注重庆1注河南12注湖南1注广东2注四川1注甘肃1注深圳1注共30注。,一等奖中奖情况：天津1注河北1注辽宁1注吉林1注上海1注江苏1注安徽2注江西1注山东2注重庆1注河南12注湖南1注广东2注四川1注甘肃1注深圳1注共30注。
2017-03-05,河北1注辽宁2注江苏1注浙江1注山东1注重庆1注湖北1注贵州1注云南1注深圳1注共11注。,一等奖中奖情况：河北1注辽宁2注江苏1注浙江1注山东1注重庆1注湖北1注贵州1注云南1注深圳1注共11注。
2017-03-02,山东1注广东2注四川1注新疆1注深圳1注共6注。,一等奖中奖情况：山东1注广东2注四川1注新疆1注深圳1注共6注。
2017-02-28,辽宁1注湖北1注四川1注共3注。,一等奖中奖情况：辽宁1注湖北1注四川1注共3注。
2017-02-26,浙江1注河南1注湖南1注云南1注共4注。,一等奖中奖情况：浙江1注河南1注湖南1注云南1注共4注。
2017-02-23,河北9注吉林1注江苏1注福建1注山东2注湖北1注甘肃1注共16注。,一等奖中奖情况：河北9注吉林1注江苏1注福建1注山东2注湖北1注甘肃1注共16注。
2017-02-21,上海1注江西1注广东2注共4注。,一等奖中奖情况：上海1注江西1注广东2注共4注。
2017-02-19,北京1注浙江1注广东1注云南1注共4注。,一等奖中奖情况：北京1注浙江1注广东1注云南1注共4注。
2017-02-16,重庆3注河南1注四川1注共5注。,一等奖中奖情况：重庆3注河南1注四川1注共5注。
2017-02-14,河北1注黑龙江1注广东1注广西1注甘肃1注共5注。,一等奖中奖情况：河北1注黑龙江1注广东1注广西1注甘肃1注共5注。
2017-02-12,内蒙古1注上海1注江苏1注安徽2注福建1注山东3注云南2注陕西1注共12注。,一等奖中奖情况：内蒙古1注上海1注江苏1注安徽2注福建1注山东3注云南2注陕西1注共12注。
2017-02-09,湖北1注四川2注甘肃1注共4注。,一等奖中奖情况：湖北1注四川2注甘肃1注共4注。
2017-02-07,江西1注重庆1注河南2注云南1注共5注。,一等奖中奖情况：江西1注重庆1注河南2注云南1注共5注。
2017-02-05,吉林1注浙江1注安徽1注山东1注重庆1注湖南1注广东3注陕西1注共10注。,一等奖中奖情况：吉林1注浙江1注安徽1注山东1注重庆1注湖南1注广东3注陕西1注共10注。
2017-01-26,河北1注辽宁5注重庆2注陕西1注共9注。,一等奖中奖情况：河北1注辽宁5注重庆2注陕西1注共9注。
2017-01-24,河北2注山西1注山东2注湖南1注广东1注云南1注陕西3注共11注。,一等奖中奖情况：河北2注山西1注山东2注湖南1注广东1注云南1注陕西3注共11注。
2017-01-22,北京2注天津1注辽宁3注黑龙江1注上海1注江苏2注浙江1注安徽1注江西1注山东2注重庆1注河南1注广东4注贵州2注陕西5注甘肃1注新疆1注共30注。,一等奖中奖情况：北京2注天津1注辽宁3注黑龙江1注上海1注江苏2注浙江1注安徽1注江西1注山东2注重庆1注河南1注广东4注贵州2注陕西5注甘肃1注新疆1注共30注。
2017-01-19,河北1注辽宁2注上海1注重庆2注河南1注广东1注广西1注共9注。,一等奖中奖情况：河北1注辽宁2注上海1注重庆2注河南1注广东1注广西1注共9注。
2017-01-17,内蒙古1注黑龙江1注上海1注江苏1注广东3注甘肃2注青海1注共10注。,一等奖中奖情况：内蒙古1注黑龙江1注上海1注江苏1注广东3注甘肃2注青海1注共10注。
2017-01-15,河北1注内蒙古1注江苏1注福建2注广西1注云南1注共7注。,一等奖中奖情况：河北1注内蒙古1注江苏1注福建2注广西1注云南1注共7注。
2017-01-12,广东3注海南1注共4注。,一等奖中奖情况：广东3注海南1注共4注。
2017-01-10,北京1注河北2注浙江2注福建1注山东2注重庆1注湖北2注湖南1注陕西1注甘肃1注共14注。,一等奖中奖情况：北京1注河北2注浙江2注福建1注山东2注重庆1注湖北2注湖南1注陕西1注甘肃1注共14注。
2017-01-08,北京5注辽宁1注上海6注江苏1注四川1注贵州1注深圳3注共18注。,一等奖中奖情况：北京5注辽宁1注上海6注江苏1注四川1注贵州1注深圳3注共18注。
2017-01-05,山西1注山东1注重庆1注共3注。,一等奖中奖情况：山西1注山东1注重庆1注共3注。
2017-01-03,江苏1注浙江1注广东1注云南1注共4注。,一等奖中奖情况：江苏1注浙江1注广东1注云南1注共4注。
2017-01-01,天津1注吉林1注江苏1注福建2注重庆1注河南1注湖北1注贵州1注共9注。,一等奖中奖情况：天津1注吉林1注江苏1注福建2注重庆1注河南1注湖北1注贵州1注共9注。
2016-12-29,黑龙江1注江苏2注重庆1注甘肃1注共5注。,一等奖中奖情况：黑龙江1注江苏2注重庆1注甘肃1注共5注。
2016-12-27,内蒙古1注辽宁3注浙江2注山东3注重庆1注湖北1注广东1注广西1注海南2注四川1注甘肃1注共17注。,一等奖中奖情况：内蒙古1注辽宁3注浙江2注山东3注重庆1注湖北1注广东1注广西1注海南2注四川1注甘肃1注共17注。
2016-12-25,河北1注吉林1注江苏1注福建1注河南1注四川3注贵州1注云南1注宁夏1注共11注。,一等奖中奖情况：河北1注吉林1注江苏1注福建1注河南1注四川3注贵州1注云南1注宁夏1注共11注。
2016-12-22,北京1注辽宁8注江苏1注河南1注广东4注海南2注贵州1注陕西2注甘肃2注共22注。,一等奖中奖情况：北京1注辽宁8注江苏1注河南1注广东4注海南2注贵州1注陕西2注甘肃2注共22注。
2016-12-20,江苏1注湖北1注广东2注四川1注共5注。,一等奖中奖情况：江苏1注湖北1注广东2注四川1注共5注。
2016-12-18,上海1注江苏1注湖南1注广东1注海南1注四川4注云南1注共10注。,一等奖中奖情况：上海1注江苏1注湖南1注广东1注海南1注四川4注云南1注共10注。
2016-12-15,河北1注上海1注江苏1注广东1注甘肃1注共5注。,一等奖中奖情况：河北1注上海1注江苏1注广东1注甘肃1注共5注。
2016-12-13,内蒙古1注黑龙江2注江苏1注河南1注湖南1注广东1注广西1注共8注。,一等奖中奖情况：内蒙古1注黑龙江2注江苏1注河南1注湖南1注广东1注广西1注共8注。
2016-12-11,北京2注浙江2注山东2注广东2注共8注。其中复式投注为：北京1注山东1注广东2注。,一等奖中奖情况：北京2注浙江2注山东2注广东2注共8注。其中复式投注为：北京1注山东1注广东2注。
2016-12-08,天津1注河北1注内蒙古1注安徽1注江西1注河南1注四川3注贵州1注新疆3注深圳1注共14注。其中复式投注为：内蒙古1注安徽1注四川1注贵州1注新疆3注。,一等奖中奖情况：天津1注河北1注内蒙古1注安徽1注江西1注河南1注四川3注贵州1注新疆3注深圳1注共14注。其中复式投注为：内蒙古1注安徽1注四川1注贵州1注新疆3注。
2016-12-06,黑龙江1注上海1注浙江1注广西1注深圳1注共5注。其中复式投注为：黑龙江1注深圳1注。,一等奖中奖情况：黑龙江1注上海1注浙江1注广西1注深圳1注共5注。其中复式投注为：黑龙江1注深圳1注。
2016-12-04,黑龙江3注浙江1注福建2注广东3注青海2注共11注。其中复式投注为：浙江1注福建2注广东1注。,一等奖中奖情况：黑龙江3注浙江1注福建2注广东3注青海2注共11注。其中复式投注为：浙江1注福建2注广东1注。
2016-12-01,江苏1注安徽1注河南1注广东1注海南1注云南1注青海1注共7注。其中复式投注为：江苏1注河南1注海南1注青海1注。,一等奖中奖情况：江苏1注安徽1注河南1注广东1注海南1注云南1注青海1注共7注。其中复式投注为：江苏1注河南1注海南1注青海1注。
2016-11-29,浙江8注福建1注江西1注山东2注重庆2注湖北1注广东1注共16注。其中复式投注为：福建1注山东1注广东1注。,一等奖中奖情况：浙江8注福建1注江西1注山东2注重庆2注湖北1注广东1注共16注。其中复式投注为：福建1注山东1注广东1注。
2016-11-27,重庆1注湖北1注广东1注海南1注四川1注共5注。其中复式投注为：重庆1注广东1注四川1注。,一等奖中奖情况：重庆1注湖北1注广东1注海南1注四川1注共5注。其中复式投注为：重庆1注广东1注四川1注。
2016-11-24,北京1注辽宁1注福建1注湖南1注广西1注四川1注贵州3注云南1注宁夏1注深圳1注共12注。其中复式投注为：北京1注辽宁1注福建1注湖南1注广西1注四川1注深圳1注。,一等奖中奖情况：北京1注辽宁1注福建1注湖南1注广西1注四川1注贵州3注云南1注宁夏1注深圳1注共12注。其中复式投注为：北京1注辽宁1注福建1注湖南1注广西1注四川1注深圳1注。
2016-11-22,福建1注重庆1注广东1注宁夏1注共4注。其中复式投注为：福建1注重庆1注宁夏1注。,一等奖中奖情况：福建1注重庆1注广东1注宁夏1注共4注。其中复式投注为：福建1注重庆1注宁夏1注。
2016-11-20,北京1注辽宁1注上海3注湖北1注广东1注陕西1注共8注。其中复式投注为：湖北1注广东1注。,一等奖中奖情况：北京1注辽宁1注上海3注湖北1注广东1注陕西1注共8注。其中复式投注为：湖北1注广东1注。
2016-11-17,北京1注河北7注江苏2注浙江1注山东2注河南3注湖北1注广东1注广西1注四川3注云南1注深圳1注共24注。其中复式投注为：北京1注江苏1注河南1注广东1注云南1注。,一等奖中奖情况：北京1注河北7注江苏2注浙江1注山东2注河南3注湖北1注广东1注广西1注四川3注云南1注深圳1注共24注。其中复式投注为：北京1注江苏1注河南1注广东1注云南1注。
2016-11-15,吉林1注上海3注浙江1注广东2注四川1注共8注。其中复式投注为：吉林1注浙江1注。,一等奖中奖情况：吉林1注上海3注浙江1注广东2注四川1注共8注。其中复式投注为：吉林1注浙江1注。
2016-11-13,河北2注江苏2注山东1注重庆4注河南7注湖北4注四川4注宁夏1注新疆1注共26注。其中复式投注为：山东1注河南2注四川1注。,一等奖中奖情况：河北2注江苏2注山东1注重庆4注河南7注湖北4注四川4注宁夏1注新疆1注共26注。其中复式投注为：山东1注河南2注四川1注。
2016-11-10,天津1注河北1注辽宁1注黑龙江6注上海4注江苏1注浙江1注安徽2注山东4注重庆1注河南3注湖北2注湖南1注广东2注四川2注云南1注陕西1注宁夏1注新疆1注深圳1注共37注。其中复式投注为：天津1注黑龙江1注上海2注江苏1注安徽1注重庆1注河南3注湖南1注广东1注四川1注陕西1注宁夏1注深圳1注。,一等奖中奖情况：天津1注河北1注辽宁1注黑龙江6注上海4注江苏1注浙江1注安徽2注山东4注重庆1注河南3注湖北2注湖南1注广东2注四川2注云南1注陕西1注宁夏1注新疆1注深圳1注共37注。其中复式投注为：天津1注黑龙江1注上海2注江苏1注安徽1注重庆1注河南3注湖南1注广东1注四川1注陕西1注宁夏1注深圳1注。
2016-11-08,河北1注江苏1注安徽1注新疆1注共4注。其中复式投注为：河北1注江苏1注新疆1注。,一等奖中奖情况：河北1注江苏1注安徽1注新疆1注共4注。其中复式投注为：河北1注江苏1注新疆1注。
2016-11-06,北京1注江苏1注浙江2注福建1注广西1注四川1注新疆1注共8注。其中复式投注为：北京1注福建1注。,一等奖中奖情况：北京1注江苏1注浙江2注福建1注广西1注四川1注新疆1注共8注。其中复式投注为：北京1注福建1注。
2016-11-03,湖北1注广东1注共2注。其中复式投注为：0注。,一等奖中奖情况：湖北1注广东1注共2注。其中复式投注为：0注。
2016-11-01,河北1注黑龙江5注江苏1注浙江1注安徽1注福建1注江西1注广西5注四川1注共17注。其中复式投注为：江苏1注浙江1注安徽1注四川1注。,一等奖中奖情况：河北1注黑龙江5注江苏1注浙江1注安徽1注福建1注江西1注广西5注四川1注共17注。其中复式投注为：江苏1注浙江1注安徽1注四川1注。
2016-10-30,河北1注山东1注海南1注共3注。其中复式投注为：山东1注海南1注。,一等奖中奖情况：河北1注山东1注海南1注共3注。其中复式投注为：山东1注海南1注。
2016-10-27,浙江1注山东1注河南1注宁夏1注共4注。其中复式投注为：河南1注。,一等奖中奖情况：浙江1注山东1注河南1注宁夏1注共4注。其中复式投注为：河南1注。
2016-10-25,辽宁1注浙江2注江西1注重庆1注河南1注湖北1注甘肃3注共10注。其中复式投注为：浙江1注江西1注湖北1注。,一等奖中奖情况：辽宁1注浙江2注江西1注重庆1注河南1注湖北1注甘肃3注共10注。其中复式投注为：浙江1注江西1注湖北1注。
2016-10-23,山东1注湖北1注云南1注西藏1注陕西1注共5注。其中复式投注为：0注。,一等奖中奖情况：山东1注湖北1注云南1注西藏1注陕西1注共5注。其中复式投注为：0注。
2016-10-20,上海1注重庆1注广西1注共3注。,一等奖中奖情况：上海1注重庆1注广西1注共3注。
2016-10-18,浙江1注安徽1注重庆2注湖南1注广东1注共6注。,一等奖中奖情况：浙江1注安徽1注重庆2注湖南1注广东1注共6注。
2016-10-16,吉林1注江苏1注山东1注湖南1注宁夏1注共5注。,一等奖中奖情况：吉林1注江苏1注山东1注湖南1注宁夏1注共5注。
2016-10-13,北京1注内蒙古1注辽宁1注上海1注湖北1注云南1注共6注。,一等奖中奖情况：北京1注内蒙古1注辽宁1注上海1注湖北1注云南1注共6注。
2016-10-11,河北1注内蒙古1注浙江1注安徽1注共4注。,一等奖中奖情况：河北1注内蒙古1注浙江1注安徽1注共4注。
2016-10-09,黑龙江1注上海1注浙江1注安徽1注共4注。,一等奖中奖情况：黑龙江1注上海1注浙江1注安徽1注共4注。
2016-10-06,北京1注内蒙古2注上海2注安徽1注重庆1注湖南1注广东2注贵州1注新疆1注共12注。,一等奖中奖情况：北京1注内蒙古2注上海2注安徽1注重庆1注湖南1注广东2注贵州1注新疆1注共12注。
2016-10-04,江苏1注重庆1注湖北1注甘肃3注共6注。,一等奖中奖情况：江苏1注重庆1注湖北1注甘肃3注共6注。
2016-10-02,辽宁1注吉林1注江苏1注浙江2注山东3注河南1注广东2注广西1注陕西1注共13注。,一等奖中奖情况：辽宁1注吉林1注江苏1注浙江2注山东3注河南1注广东2注广西1注陕西1注共13注。
2016-09-29,北京2注辽宁1注上海1注江苏1注浙江1注安徽1注广东10注陕西2注新疆1注深圳1注共21注。,一等奖中奖情况：北京2注辽宁1注上海1注江苏1注浙江1注安徽1注广东10注陕西2注新疆1注深圳1注共21注。
2016-09-27,北京1注辽宁1注山东1注重庆1注湖北1注陕西1注共6注。,一等奖中奖情况：北京1注辽宁1注山东1注重庆1注湖北1注陕西1注共6注。
2016-09-25,辽宁1注吉林1注黑龙江1注江苏2注湖北1注深圳2注共8注。,一等奖中奖情况：辽宁1注吉林1注黑龙江1注江苏2注湖北1注深圳2注共8注。
2016-09-22,黑龙江1注广西1注贵州1注共3注。,一等奖中奖情况：黑龙江1注广西1注贵州1注共3注。
2016-09-20,上海1注浙江1注山东1注湖南1注贵州1注共5注。,一等奖中奖情况：上海1注浙江1注山东1注湖南1注贵州1注共5注。
2016-09-18,上海1注福建1注山东1注湖北3注四川1注深圳1注共8注。,一等奖中奖情况：上海1注福建1注山东1注湖北3注四川1注深圳1注共8注。
2016-09-15,辽宁1注上海1注浙江1注安徽1注河南2注共6注。,一等奖中奖情况：辽宁1注上海1注浙江1注安徽1注河南2注共6注。
2016-09-13,吉林1注上海1注江苏1注安徽1注广西2注陕西7注共13注。,一等奖中奖情况：吉林1注上海1注江苏1注安徽1注广西2注陕西7注共13注。
2016-09-11,北京1注江苏1注浙江1注湖南1注广西1注新疆1注共6注。,一等奖中奖情况：北京1注江苏1注浙江1注湖南1注广西1注新疆1注共6注。
2016-09-08,北京1注辽宁1注浙江2注湖北5注贵州1注陕西1注甘肃1注新疆1注共13注。,一等奖中奖情况：北京1注辽宁1注浙江2注湖北5注贵州1注陕西1注甘肃1注新疆1注共13注。
2016-09-06,安徽1注福建1注共2注。,一等奖中奖情况：安徽1注福建1注共2注。
2016-09-04,上海1注福建1注河南1注湖北1注广东1注贵州1注陕西6注甘肃1注共13注。,一等奖中奖情况：上海1注福建1注河南1注湖北1注广东1注贵州1注陕西6注甘肃1注共13注。
2016-09-01,内蒙古1注江西1注湖北1注湖南1注广东2注四川1注共7注。,一等奖中奖情况：内蒙古1注江西1注湖北1注湖南1注广东2注四川1注共7注。
2016-08-30,上海1注海南1注云南1注共3注。,一等奖中奖情况：上海1注海南1注云南1注共3注。
2016-08-28,天津1注江西1注广东1注贵州1注共4注。,一等奖中奖情况：天津1注江西1注广东1注贵州1注共4注。
2016-08-25,江苏1注福建1注江西1注四川1注共4注。,一等奖中奖情况：江苏1注福建1注江西1注四川1注共4注。
2016-08-23,湖南2注海南1注共3注。,一等奖中奖情况：湖南2注海南1注共3注。
2016-08-21,山西1注江西1注山东2注湖北1注湖南1注广东2注广西1注共9注。,一等奖中奖情况：山西1注江西1注山东2注湖北1注湖南1注广东2注广西1注共9注。
2016-08-18,黑龙江1注福建2注陕西1注深圳1注共5注。,一等奖中奖情况：黑龙江1注福建2注陕西1注深圳1注共5注。
2016-08-16,浙江1注福建1注广东2注云南2注深圳1注共7注。,一等奖中奖情况：浙江1注福建1注广东2注云南2注深圳1注共7注。
2016-08-14,安徽1注广东1注陕西1注深圳1注共4注。,一等奖中奖情况：安徽1注广东1注陕西1注深圳1注共4注。
2016-08-11,北京1注天津2注山西1注上海1注江苏1注重庆2注湖南5注广东1注广西1注海南1注四川1注云南1注共18注。,一等奖中奖情况：北京1注天津2注山西1注上海1注江苏1注重庆2注湖南5注广东1注广西1注海南1注四川1注云南1注共18注。
2016-08-09,北京5注内蒙古1注辽宁1注上海1注江苏1注浙江3注安徽1注江西1注重庆3注广东1注云南1注共19注。,一等奖中奖情况：北京5注内蒙古1注辽宁1注上海1注江苏1注浙江3注安徽1注江西1注重庆3注广东1注云南1注共19注。
2016-08-07,北京1注河北1注山西1注上海1注江苏2注安徽1注河南4注湖北1注广东2注四川3注共17注。,一等奖中奖情况：北京1注河北1注山西1注上海1注江苏2注安徽1注河南4注湖北1注广东2注四川3注共17注。
2016-08-04,辽宁1注江苏5注浙江1注安徽6注江西1注山东1注重庆1注河南1注广东6注共23注。,一等奖中奖情况：辽宁1注江苏5注浙江1注安徽6注江西1注山东1注重庆1注河南1注广东6注共23注。
2016-08-02,河北1注辽宁2注浙江5注广东1注云南1注共10注。,一等奖中奖情况：河北1注辽宁2注浙江5注广东1注云南1注共10注。
2016-07-31,辽宁1注江苏2注河南1注陕西1注共5注。,一等奖中奖情况：辽宁1注江苏2注河南1注陕西1注共5注。
2016-07-28,河北1注山东1注海南1注共3注。,一等奖中奖情况：河北1注山东1注海南1注共3注。
2016-07-26,辽宁1注云南5注共6注。,一等奖中奖情况：辽宁1注云南5注共6注。
2016-07-24,福建1注山东1注湖北5注共7注。,一等奖中奖情况：福建1注山东1注湖北5注共7注。
2016-07-21,山东1注河南1注湖南1注贵州1注西藏1注共5注。,一等奖中奖情况：山东1注河南1注湖南1注贵州1注西藏1注共5注。
2016-07-19,北京1注河北1注黑龙江1注江苏1注山东1注湖北1注湖南1注共7注。,一等奖中奖情况：北京1注河北1注黑龙江1注江苏1注山东1注湖北1注湖南1注共7注。
2016-07-17,吉林5注江苏1注重庆1注广东1注广西1注四川1注共10注。,一等奖中奖情况：吉林5注江苏1注重庆1注广东1注广西1注四川1注共10注。
2016-07-14,北京1注辽宁1注新疆1注共3注。,一等奖中奖情况：北京1注辽宁1注新疆1注共3注。
2016-07-12,福建1注河南1注广东1注贵州1注共4注。,一等奖中奖情况：福建1注河南1注广东1注贵州1注共4注。
2016-07-10,上海2注共2注。,一等奖中奖情况：上海2注共2注。
2016-07-07,黑龙江1注安徽1注福建1注重庆1注贵州1注陕西1注共6注。,一等奖中奖情况：黑龙江1注安徽1注福建1注重庆1注贵州1注陕西1注共6注。
2016-07-05,上海1注海南1注甘肃1注共3注。,一等奖中奖情况：上海1注海南1注甘肃1注共3注。
2016-07-03,天津2注辽宁1注福建1注河南1注陕西1注共6注。,一等奖中奖情况：天津2注辽宁1注福建1注河南1注陕西1注共6注。
2016-06-30,共0注。,一等奖中奖情况：共0注。
2016-06-28,北京30注山西1注辽宁1注江苏2注福建1注山东2注河南1注广西20注陕西2注青海1注深圳1注共62注。,一等奖中奖情况：北京30注山西1注辽宁1注江苏2注福建1注山东2注河南1注广西20注陕西2注青海1注深圳1注共62注。
2016-06-26,安徽1注湖南2注广东1注云南1注共5注。,一等奖中奖情况：安徽1注湖南2注广东1注云南1注共5注。
2016-06-23,辽宁1注安徽1注共2注。,一等奖中奖情况：辽宁1注安徽1注共2注。
2016-06-21,江苏1注浙江1注福建1注河南1注共4注。,一等奖中奖情况：江苏1注浙江1注福建1注河南1注共4注。
2016-06-19,黑龙江1注湖南1注广东2注广西1注新疆2注共7注。,一等奖中奖情况：黑龙江1注湖南1注广东2注广西1注新疆2注共7注。
2016-06-16,北京1注江苏1注浙江1注福建1注甘肃1注深圳1注共6注。,一等奖中奖情况：北京1注江苏1注浙江1注福建1注甘肃1注深圳1注共6注。
2016-06-14,安徽1注湖南1注共2注。,一等奖中奖情况：安徽1注湖南1注共2注。
2016-06-12,广东3注海南1注四川1注共5注。,一等奖中奖情况：广东3注海南1注四川1注共5注。
2016-06-09,北京2注上海1注山东1注广东3注四川1注陕西2注共10注。,一等奖中奖情况：北京2注上海1注山东1注广东3注四川1注陕西2注共10注。
2016-06-07,山东1注湖北1注共2注。,一等奖中奖情况：山东1注湖北1注共2注。
2016-06-05,北京1注吉林1注黑龙江1注上海2注江苏2注福建2注四川1注云南1注共11注。,一等奖中奖情况：北京1注吉林1注黑龙江1注上海2注江苏2注福建2注四川1注云南1注共11注。
2016-06-02,共0注。,一等奖中奖情况：共0注。
2016-05-31,江苏1注四川1注共2注。,一等奖中奖情况：江苏1注四川1注共2注。
2016-05-29,北京12注内蒙古1注江苏1注浙江1注江西1注山东2注广东1注广西1注云南1注共21注。,一等奖中奖情况：北京12注内蒙古1注江苏1注浙江1注江西1注山东2注广东1注广西1注云南1注共21注。
2016-05-26,北京1注江苏2注浙江1注湖北1注湖南1注四川1注贵州1注云南1注甘肃5注深圳1注共15注���,一等奖中奖情况：北京1注江苏2注浙江1注湖北1注湖南1注四川1注贵州1注云南1注甘肃5注深圳1注共15注���
2016-05-24,江苏1注安徽1注福建5注重庆1注湖北1注共9注。,一等奖中奖情况：江苏1注安徽1注福建5注重庆1注湖北1注共9注。
2016-05-22,上海1注广东1注共2注。,一等奖中奖情况：上海1注广东1注共2注。
2016-05-19,上海2注江苏1注安徽2注山东2注河南1注广东1注四川1注新疆1注共11注。,一等奖中奖情况：上海2注江苏1注安徽2注山东2注河南1注广东1注四川1注新疆1注共11注。
2016-05-17,北京2注河北1注福建1注广东1注深圳1注共6注。,一等奖中奖情况：北京2注河北1注福建1注广东1注深圳1注共6注。
2016-05-15,上海1注江西2注湖南1注广西1注云南5注新疆1注共11注。,一等奖中奖情况：上海1注江西2注湖南1注广西1注云南5注新疆1注共11注。
2016-05-12,浙江2注山东3注湖南1注海南1注云南1注共8注。,一等奖中奖情况：浙江2注山东3注湖南1注海南1注云南1注共8注。
2016-05-10,黑龙江1注江苏1注江西1注贵州1注陕西1注共5注。,一等奖中奖情况：黑龙江1注江苏1注江西1注贵州1注陕西1注共5注。
2016-05-08,山西2注安徽1注重庆4注河南2注四川1注宁夏1注新疆1注共12注。,一等奖中奖情况：山西2注安徽1注重庆4注河南2注四川1注宁夏1注新疆1注共12注。
2016-05-05,河北1注江苏1注共2注。,一等奖中奖情况：河北1注江苏1注共2注。
2016-05-03,上海1注浙江1注安徽1注河南1注共4注。,一等奖中奖情况：上海1注浙江1注安徽1注河南1注共4注。
2016-05-01,天津5注吉林1注江西1注湖南1注广东4注四川2注陕西1注共15注。,一等奖中奖情况：天津5注吉林1注江西1注湖南1注广东4注四川2注陕西1注共15注。
2016-04-28,山西1注安徽1注福建1注重庆1注湖北1注西藏1注共6注。,一等奖中奖情况：山西1注安徽1注福建1注重庆1注湖北1注西藏1注共6注。
2016-04-26,山东1注贵州1注云南1注陕西1注深圳1注共5注。,一等奖中奖情况：山东1注贵州1注云南1注陕西1注深圳1注共5注。
2016-04-24,共0注。,一等奖中奖情况：共0注。
2016-04-21,河南1注共1注。,一等奖中奖情况：河南1注共1注。
2016-04-19,河北1注上海1注湖北1注广东1注贵州1注陕西1注共6注。,一等奖中奖情况：河北1注上海1注湖北1注广东1注贵州1注陕西1注共6注。
2016-04-17,浙江1注江西1注湖南1注广东1注四川1注宁夏1注共6注。,一等奖中奖情况：浙江1注江西1注湖南1注广东1注四川1注宁夏1注共6注。
2016-04-14,辽宁1注黑龙江1注江苏2注安徽2注江西4注广东1注共11注。,一等奖中奖情况：辽宁1注黑龙江1注江苏2注安徽2注江西4注广东1注共11注。
2016-04-12,北京1注重庆1注云南1注共3注。,一等奖中奖情况：北京1注重庆1注云南1注共3注。
2016-04-10,吉林1注上海1注浙江1注安徽1注福建1注江西1注河南1注广东2注四川2注陕西1注共12注。,一等奖中奖情况：吉林1注上海1注浙江1注安徽1注福建1注江西1注河南1注广东2注四川2注陕西1注共12注。
2016-04-07,山西1注辽宁1注浙江1注山东1注陕西1注共5注。,一等奖中奖情况：山西1注辽宁1注浙江1注山东1注陕西1注共5注。
2016-04-05,北京1注江苏1注湖南1注新疆1注共4注。,一等奖中奖情况：北京1注江苏1注湖南1注新疆1注共4注。
2016-04-03,上海1注湖南1注新疆1注共3注。,一等奖中奖情况：上海1注湖南1注新疆1注共3注。
2016-03-31,北京1注湖南1注共2注。,一等奖中奖情况：北京1注湖南1注共2注。
